inflation_cat_ID;country_ID;year_ID;category_ID;inflation_%
LU20_C02;LU;20;C02;0.015
LU21_C02;LU;21;C02;0.015
LU22_C02;LU;22;C02;0.03
LU23_C02;LU;23;C02;0.040999999999999995
LU24_C02;LU;24;C02;0.067
HU10_C02;HU;10;C02;0.087
HU11_C02;HU;11;C02;0.002
HU12_C02;HU;12;C02;0.14400000000000002
HU13_C02;HU;13;C02;0.121
HU14_C02;HU;14;C02;0.064
HU15_C02;HU;15;C02;0.034
HU16_C02;HU;16;C02;0.019
HU17_C02;HU;17;C02;0.05
HU18_C02;HU;18;C02;0.059000000000000004
HU19_C02;HU;19;C02;0.08199999999999999
HU20_C02;HU;20;C02;0.073
HU21_C02;HU;21;C02;0.115
HU22_C02;HU;22;C02;0.096
HU23_C02;HU;23;C02;0.15
HU24_C02;HU;24;C02;0.040999999999999995
MT10_C02;MT;10;C02;0.033
MT11_C02;MT;11;C02;0.036000000000000004
MT12_C02;MT;12;C02;0.042
MT13_C02;MT;13;C02;0.061
MT14_C02;MT;14;C02;0.077
MT15_C02;MT;15;C02;0.05
MT16_C02;MT;16;C02;0.045
MT17_C02;MT;17;C02;0.021
MT18_C02;MT;18;C02;0.012
MT19_C02;MT;19;C02;0.003
MT20_C02;MT;20;C02;0.003
MT21_C02;MT;21;C02;0.003
MT22_C02;MT;22;C02;0.013000000000000001
MT23_C02;MT;23;C02;0.031
MT24_C02;MT;24;C02;0.013999999999999999
NL10_C02;NL;10;C02;0.032
NL11_C02;NL;11;C02;0.035
NL12_C02;NL;12;C02;0.043
NL13_C02;NL;13;C02;0.095
NL14_C02;NL;14;C02;0.021
NL15_C02;NL;15;C02;0.021
NL16_C02;NL;16;C02;0.019
NL17_C02;NL;17;C02;0.009000000000000001
NL18_C02;NL;18;C02;0.027000000000000003
NL19_C02;NL;19;C02;0.018000000000000002
NL20_C02;NL;20;C02;0.07400000000000001
NL21_C02;NL;21;C02;0.047
NL22_C02;NL;22;C02;0.025
NL23_C02;NL;23;C02;0.08800000000000001
NL24_C02;NL;24;C02;0.177
AT10_C02;AT;10;C02;0.02
AT11_C02;AT;11;C02;0.040999999999999995
AT12_C02;AT;12;C02;0.025
AT13_C02;AT;13;C02;0.035
AT14_C02;AT;14;C02;0.039
AT15_C02;AT;15;C02;0.032
AT16_C02;AT;16;C02;0.015
AT17_C02;AT;17;C02;0.032
AT18_C02;AT;18;C02;0.039
AT19_C02;AT;19;C02;0.01
AT20_C02;AT;20;C02;0.011000000000000001
AT21_C02;AT;21;C02;0.023
AT22_C02;AT;22;C02;0.036000000000000004
AT23_C02;AT;23;C02;0.066
AT24_C02;AT;24;C02;0.034
PL10_C02;PL;10;C02;0.067
PL11_C02;PL;11;C02;0.048
PL12_C02;PL;12;C02;0.047
PL13_C02;PL;13;C02;0.040999999999999995
PL14_C02;PL;14;C02;0.044000000000000004
PL15_C02;PL;15;C02;0.015
PL16_C02;PL;16;C02;0.01
PL17_C02;PL;17;C02;0.013000000000000001
PL18_C02;PL;18;C02;0.016
PL19_C02;PL;19;C02;0.012
PL20_C02;PL;20;C02;0.046
PL21_C02;PL;21;C02;0.02
PL22_C02;PL;22;C02;0.069
PL23_C02;PL;23;C02;0.10800000000000001
PL24_C02;PL;24;C02;0.054000000000000006
PT10_C02;PT;10;C02;0.044000000000000004
PT11_C02;PT;11;C02;0.079
PT12_C02;PT;12;C02;0.047
PT13_C02;PT;13;C02;0.04
PT14_C02;PT;14;C02;0.03
PT15_C02;PT;15;C02;0.04
PT16_C02;PT;16;C02;0.026000000000000002
PT17_C02;PT;17;C02;0.026000000000000002
PT18_C02;PT;18;C02;0.021
PT19_C02;PT;19;C02;0.02
PT20_C02;PT;20;C02;0.005
PT21_C02;PT;21;C02;0.009000000000000001
PT22_C02;PT;22;C02;0.026000000000000002
PT23_C02;PT;23;C02;0.04
PT24_C02;PT;24;C02;0.028999999999999998
RO10_C02;RO;10;C02;0.34299999999999997
RO11_C02;RO;11;C02;0.08900000000000001
RO12_C02;RO;12;C02;0.044000000000000004
RO13_C02;RO;13;C02;0.07
RO14_C02;RO;14;C02;0.061
RO15_C02;RO;15;C02;0.03
RO16_C02;RO;16;C02;0.025
RO17_C02;RO;17;C02;0.022000000000000002
RO18_C02;RO;18;C02;0.049
RO19_C02;RO;19;C02;0.062
RO20_C02;RO;20;C02;0.064
RO21_C02;RO;21;C02;0.054000000000000006
RO22_C02;RO;22;C02;0.07
RO23_C02;RO;23;C02;0.09699999999999999
RO24_C02;RO;24;C02;0.09300000000000001
SI10_C02;SI;10;C02;0.078
SI11_C02;SI;11;C02;0.059000000000000004
SI12_C02;SI;12;C02;0.067
SI13_C02;SI;13;C02;0.076
SI14_C02;SI;14;C02;0.039
SI15_C02;SI;15;C02;0.021
SI16_C02;SI;16;C02;0.002
SI17_C02;SI;17;C02;0.024
SI18_C02;SI;18;C02;0.016
SI19_C02;SI;19;C02;0.01
SI20_C02;SI;20;C02;0.018000000000000002
SI21_C02;SI;21;C02;0.033
SI22_C02;SI;22;C02;0.05
SI23_C02;SI;23;C02;0.091
SI24_C02;SI;24;C02;0.052000000000000005
SK10_C02;SK;10;C02;0.063
SK11_C02;SK;11;C02;0.037000000000000005
SK12_C02;SK;12;C02;0.039
SK13_C02;SK;13;C02;0.03
SK14_C02;SK;14;C02;0.018000000000000002
SK15_C02;SK;15;C02;0.008
SK16_C02;SK;16;C02;0.006
SK17_C02;SK;17;C02;0.021
SK18_C02;SK;18;C02;0.016
SK19_C02;SK;19;C02;0.027000000000000003
SK20_C02;SK;20;C02;0.011000000000000001
SK21_C02;SK;21;C02;0.069
SK22_C02;SK;22;C02;0.068
SK23_C02;SK;23;C02;0.084
SK24_C02;SK;24;C02;0.067
FI10_C02;FI;10;C02;0.042
FI11_C02;FI;11;C02;0.008
FI12_C02;FI;12;C02;0.07
FI13_C02;FI;13;C02;0.022000000000000002
FI14_C02;FI;14;C02;0.039
FI15_C02;FI;15;C02;0.012
FI16_C02;FI;16;C02;0.01
FI17_C02;FI;17;C02;0.03
FI18_C02;FI;18;C02;0.062
FI19_C02;FI;19;C02;0.038
FI20_C02;FI;20;C02;0.033
FI21_C02;FI;21;C02;0.045
FI22_C02;FI;22;C02;0.035
FI23_C02;FI;23;C02;0.05
FI24_C02;FI;24;C02;0.048
SE10_C02;SE;10;C02;0.022000000000000002
SE11_C02;SE;11;C02;0.012
SE12_C02;SE;12;C02;0.045
SE13_C02;SE;13;C02;0.013000000000000001
SE14_C02;SE;14;C02;0.013999999999999999
SE15_C02;SE;15;C02;0.04
SE16_C02;SE;16;C02;0.013000000000000001
SE17_C02;SE;17;C02;0.019
SE18_C02;SE;18;C02;0.015
SE19_C02;SE;19;C02;0.021
SE20_C02;SE;20;C02;0.017
SE21_C02;SE;21;C02;0.013000000000000001
SE22_C02;SE;22;C02;0.021
SE23_C02;SE;23;C02;0.057999999999999996
SE24_C02;SE;24;C02;0.045
EU10_C03;EU;10;C03;0.004
EU11_C03;EU;11;C03;0.004
EU12_C03;EU;12;C03;0.013000000000000001
EU13_C03;EU;13;C03;0.002
EU14_C03;EU;14;C03;0.001
EU15_C03;EU;15;C03;0.0
EU16_C03;EU;16;C03;0.002
EU17_C03;EU;17;C03;0.002
EU18_C03;EU;18;C03;-0.001
EU19_C03;EU;19;C03;0.005
EU20_C03;EU;20;C03;-0.001
EU21_C03;EU;21;C03;0.01
EU22_C03;EU;22;C03;0.028999999999999998
EU23_C03;EU;23;C03;0.044000000000000004
EU24_C03;EU;24;C03;0.016
BE10_C03;BE;10;C03;0.012
BE11_C03;BE;11;C03;0.015
BE12_C03;BE;12;C03;0.013000000000000001
BE13_C03;BE;13;C03;0.024
BE14_C03;BE;14;C03;0.003
BE15_C03;BE;15;C03;0.006
BE16_C03;BE;16;C03;0.008
BE17_C03;BE;17;C03;0.005
BE18_C03;BE;18;C03;0.004
BE19_C03;BE;19;C03;0.006999999999999999
BE20_C03;BE;20;C03;0.002
BE21_C03;BE;21;C03;-0.005
BE22_C03;BE;22;C03;0.027999999999999997
BE23_C03;BE;23;C03;0.06
BE24_C03;BE;24;C03;0.04
BG10_C03;BG;10;C03;-0.012
BG11_C03;BG;11;C03;0.02
BG12_C03;BG;12;C03;0.001
BG13_C03;BG;13;C03;0.0
BG14_C03;BG;14;C03;-0.006999999999999999
BG15_C03;BG;15;C03;0.006999999999999999
BG16_C03;BG;16;C03;-0.001
BG17_C03;BG;17;C03;-0.013000000000000001
BG18_C03;BG;18;C03;-0.009000000000000001
BG19_C03;BG;19;C03;-0.003
BG20_C03;BG;20;C03;-0.012
BG21_C03;BG;21;C03;-0.009000000000000001
BG22_C03;BG;22;C03;0.067
BG23_C03;BG;23;C03;0.059000000000000004
BG24_C03;BG;24;C03;-0.006
CZ10_C03;CZ;10;C03;-0.027000000000000003
CZ11_C03;CZ;11;C03;-0.022000000000000002
CZ12_C03;CZ;12;C03;-0.031
CZ13_C03;CZ;13;C03;-0.006999999999999999
CZ14_C03;CZ;14;C03;0.031
CZ15_C03;CZ;15;C03;0.034
CZ16_C03;CZ;16;C03;0.019
CZ17_C03;CZ;17;C03;0.003
CZ18_C03;CZ;18;C03;-0.01
CZ19_C03;CZ;19;C03;-0.012
CZ20_C03;CZ;20;C03;0.037000000000000005
CZ21_C03;CZ;21;C03;0.065
CZ22_C03;CZ;22;C03;0.185
CZ23_C03;CZ;23;C03;0.111
CZ24_C03;CZ;24;C03;0.025
DK10_C03;DK;10;C03;0.0
DK11_C03;DK;11;C03;0.012
DK12_C03;DK;12;C03;0.016
DK13_C03;DK;13;C03;0.004
DK14_C03;DK;14;C03;0.001
DK15_C03;DK;15;C03;0.004
DK16_C03;DK;16;C03;-0.025
DK17_C03;DK;17;C03;-0.006999999999999999
DK18_C03;DK;18;C03;-0.005
DK19_C03;DK;19;C03;-0.031
DK20_C03;DK;20;C03;-0.013999999999999999
DK21_C03;DK;21;C03;-0.002
DK22_C03;DK;22;C03;0.026000000000000002
DK23_C03;DK;23;C03;0.02
DK24_C03;DK;24;C03;0.003
DE10_C03;DE;10;C03;0.008
DE11_C03;DE;11;C03;0.02
DE12_C03;DE;12;C03;0.026000000000000002
DE13_C03;DE;13;C03;0.003
DE14_C03;DE;14;C03;0.01
DE15_C03;DE;15;C03;0.006999999999999999
DE16_C03;DE;16;C03;0.006
DE17_C03;DE;17;C03;0.015
DE18_C03;DE;18;C03;0.003
DE19_C03;DE;19;C03;0.017
DE20_C03;DE;20;C03;-0.008
DE21_C03;DE;21;C03;0.018000000000000002
DE22_C03;DE;22;C03;0.025
DE23_C03;DE;23;C03;0.042
DE24_C03;DE;24;C03;0.03
EE10_C03;EE;10;C03;0.028999999999999998
EE11_C03;EE;11;C03;0.042
EE12_C03;EE;12;C03;0.055999999999999994
EE13_C03;EE;13;C03;0.044000000000000004
EE14_C03;EE;14;C03;0.017
EE15_C03;EE;15;C03;0.027999999999999997
EE16_C03;EE;16;C03;0.036000000000000004
EE17_C03;EE;17;C03;0.017
EE18_C03;EE;18;C03;0.008
EE19_C03;EE;19;C03;0.006999999999999999
EE20_C03;EE;20;C03;0.0
EE21_C03;EE;21;C03;0.004
EE22_C03;EE;22;C03;0.065
EE23_C03;EE;23;C03;0.10300000000000001
EE24_C03;EE;24;C03;0.009000000000000001
IE10_C03;IE;10;C03;-0.094
IE11_C03;IE;11;C03;-0.017
IE12_C03;IE;12;C03;-0.003
IE13_C03;IE;13;C03;-0.03
IE14_C03;IE;14;C03;-0.033
IE15_C03;IE;15;C03;-0.038
IE16_C03;IE;16;C03;-0.025
IE17_C03;IE;17;C03;-0.043
IE18_C03;IE;18;C03;-0.015
IE19_C03;IE;19;C03;-0.015
IE20_C03;IE;20;C03;-0.036000000000000004
IE21_C03;IE;21;C03;-0.031
IE22_C03;IE;22;C03;0.021
IE23_C03;IE;23;C03;0.034
IE24_C03;IE;24;C03;-0.061
GR10_C03;GR;10;C03;0.017
GR11_C03;GR;11;C03;-0.006999999999999999
GR12_C03;GR;12;C03;0.003
GR13_C03;GR;13;C03;0.006
GR14_C03;GR;14;C03;-0.031
GR15_C03;GR;15;C03;-0.028999999999999998
GR16_C03;GR;16;C03;-0.028999999999999998
GR17_C03;GR;17;C03;-0.01
GR18_C03;GR;18;C03;-0.009000000000000001
GR19_C03;GR;19;C03;-0.006999999999999999
GR20_C03;GR;20;C03;0.009000000000000001
GR21_C03;GR;21;C03;-0.022000000000000002
GR22_C03;GR;22;C03;0.048
GR23_C03;GR;23;C03;0.067
GR24_C03;GR;24;C03;0.051
ES10_C03;ES;10;C03;0.018000000000000002
ES11_C03;ES;11;C03;0.005
ES12_C03;ES;12;C03;0.006999999999999999
ES13_C03;ES;13;C03;0.004
ES14_C03;ES;14;C03;0.004
ES15_C03;ES;15;C03;0.005
ES16_C03;ES;16;C03;0.008
ES17_C03;ES;17;C03;0.008
ES18_C03;ES;18;C03;0.013000000000000001
ES19_C03;ES;19;C03;0.011000000000000001
ES20_C03;ES;20;C03;0.006999999999999999
ES21_C03;ES;21;C03;0.01
ES22_C03;ES;22;C03;0.0
ES23_C03;ES;23;C03;0.002
ES24_C03;ES;24;C03;0.017
FR10_C03;FR;10;C03;0.005
FR11_C03;FR;11;C03;0.001
FR12_C03;FR;12;C03;0.022000000000000002
FR13_C03;FR;13;C03;0.01
FR14_C03;FR;14;C03;0.0
FR15_C03;FR;15;C03;-0.008
FR16_C03;FR;16;C03;0.002
FR17_C03;FR;17;C03;0.001
FR18_C03;FR;18;C03;0.002
FR19_C03;FR;19;C03;-0.002
FR20_C03;FR;20;C03;-0.004
FR21_C03;FR;21;C03;0.002
FR22_C03;FR;22;C03;0.027000000000000003
FR23_C03;FR;23;C03;0.027000000000000003
FR24_C03;FR;24;C03;0.004
HR10_C03;HR;10;C03;-0.043
HR11_C03;HR;11;C03;-0.034
HR12_C03;HR;12;C03;-0.038
HR13_C03;HR;13;C03;-0.035
HR14_C03;HR;14;C03;-0.039
HR15_C03;HR;15;C03;0.0
HR16_C03;HR;16;C03;0.002
HR17_C03;HR;17;C03;0.006999999999999999
HR18_C03;HR;18;C03;-0.016
HR19_C03;HR;19;C03;-0.006999999999999999
HR20_C03;HR;20;C03;-0.004
HR21_C03;HR;21;C03;0.0
HR22_C03;HR;22;C03;0.073
HR23_C03;HR;23;C03;0.085
HR24_C03;HR;24;C03;0.008
IT10_C03;IT;10;C03;0.006
IT11_C03;IT;11;C03;-0.003
IT12_C03;IT;12;C03;0.022000000000000002
IT13_C03;IT;13;C03;0.004
IT14_C03;IT;14;C03;0.001
IT15_C03;IT;15;C03;0.001
IT16_C03;IT;16;C03;0.005
IT17_C03;IT;17;C03;0.006
IT18_C03;IT;18;C03;0.003
IT19_C03;IT;19;C03;0.001
IT20_C03;IT;20;C03;0.013999999999999999
IT21_C03;IT;21;C03;0.004
IT22_C03;IT;22;C03;0.015
IT23_C03;IT;23;C03;0.035
IT24_C03;IT;24;C03;0.013000000000000001
CY10_C03;CY;10;C03;-0.005
CY11_C03;CY;11;C03;0.028999999999999998
CY12_C03;CY;12;C03;-0.027000000000000003
CY13_C03;CY;13;C03;-0.032
CY14_C03;CY;14;C03;0.026000000000000002
CY15_C03;CY;15;C03;-0.009000000000000001
CY16_C03;CY;16;C03;0.006
CY17_C03;CY;17;C03;-0.006999999999999999
CY18_C03;CY;18;C03;-0.024
CY19_C03;CY;19;C03;-0.01
CY20_C03;CY;20;C03;-0.006999999999999999
CY21_C03;CY;21;C03;0.021
CY22_C03;CY;22;C03;0.016
CY23_C03;CY;23;C03;0.025
CY24_C03;CY;24;C03;-0.006
LV10_C03;LV;10;C03;-0.059000000000000004
LV11_C03;LV;11;C03;0.019
LV12_C03;LV;12;C03;-0.018000000000000002
LV13_C03;LV;13;C03;-0.002
LV14_C03;LV;14;C03;0.011000000000000001
LV15_C03;LV;15;C03;-0.004
LV16_C03;LV;16;C03;0.0
LV17_C03;LV;17;C03;-0.017
LV18_C03;LV;18;C03;0.006
LV19_C03;LV;19;C03;0.015
LV20_C03;LV;20;C03;-0.008
LV21_C03;LV;21;C03;0.016
LV22_C03;LV;22;C03;0.046
LV23_C03;LV;23;C03;0.035
LV24_C03;LV;24;C03;0.019
LT10_C03;LT;10;C03;-0.057999999999999996
LT11_C03;LT;11;C03;-0.012
LT12_C03;LT;12;C03;0.009000000000000001
LT13_C03;LT;13;C03;0.01
LT14_C03;LT;14;C03;-0.003
LT15_C03;LT;15;C03;0.006
LT16_C03;LT;16;C03;0.013999999999999999
LT17_C03;LT;17;C03;0.006999999999999999
LT18_C03;LT;18;C03;0.001
LT19_C03;LT;19;C03;-0.011000000000000001
LT20_C03;LT;20;C03;-0.005
LT21_C03;LT;21;C03;0.013999999999999999
LT22_C03;LT;22;C03;0.034
LT23_C03;LT;23;C03;0.034
LT24_C03;LT;24;C03;-0.011000000000000001
LU10_C03;LU;10;C03;0.002
LU11_C03;LU;11;C03;0.0
LU12_C03;LU;12;C03;0.031
LU13_C03;LU;13;C03;0.013000000000000001
LU14_C03;LU;14;C03;0.006
LU15_C03;LU;15;C03;0.003
LU16_C03;LU;16;C03;0.012
LU17_C03;LU;17;C03;0.013000000000000001
LU18_C03;LU;18;C03;0.006999999999999999
LU19_C03;LU;19;C03;0.011000000000000001
LU20_C03;LU;20;C03;0.009000000000000001
LU21_C03;LU;21;C03;0.006999999999999999
LU22_C03;LU;22;C03;0.02
LU23_C03;LU;23;C03;0.055
LU24_C03;LU;24;C03;0.013000000000000001
HU10_C03;HU;10;C03;-0.003
HU11_C03;HU;11;C03;0.03
HU12_C03;HU;12;C03;0.025
HU13_C03;HU;13;C03;-0.004
HU14_C03;HU;14;C03;-0.006
HU15_C03;HU;15;C03;0.0
HU16_C03;HU;16;C03;0.005
HU17_C03;HU;17;C03;0.005
HU18_C03;HU;18;C03;0.006
HU19_C03;HU;19;C03;0.012
HU20_C03;HU;20;C03;0.0
HU21_C03;HU;21;C03;0.002
HU22_C03;HU;22;C03;0.055
HU23_C03;HU;23;C03;0.085
HU24_C03;HU;24;C03;0.044000000000000004
MT10_C03;MT;10;C03;-0.023
MT11_C03;MT;11;C03;-0.012
MT12_C03;MT;12;C03;-0.015
MT13_C03;MT;13;C03;0.009000000000000001
MT14_C03;MT;14;C03;0.008
MT15_C03;MT;15;C03;0.021
MT16_C03;MT;16;C03;-0.015
MT17_C03;MT;17;C03;-0.019
MT18_C03;MT;18;C03;-0.016
MT19_C03;MT;19;C03;-0.011000000000000001
MT20_C03;MT;20;C03;-0.011000000000000001
MT21_C03;MT;21;C03;0.013999999999999999
MT22_C03;MT;22;C03;0.033
MT23_C03;MT;23;C03;0.026000000000000002
MT24_C03;MT;24;C03;-0.004
NL10_C03;NL;10;C03;-0.005
NL11_C03;NL;11;C03;0.01
NL12_C03;NL;12;C03;0.005
NL13_C03;NL;13;C03;0.004
NL14_C03;NL;14;C03;-0.01
NL15_C03;NL;15;C03;-0.02
NL16_C03;NL;16;C03;0.006
NL17_C03;NL;17;C03;-0.011000000000000001
NL18_C03;NL;18;C03;-0.006999999999999999
NL19_C03;NL;19;C03;0.015
NL20_C03;NL;20;C03;0.0
NL21_C03;NL;21;C03;0.019
NL22_C03;NL;22;C03;0.047
NL23_C03;NL;23;C03;0.073
NL24_C03;NL;24;C03;0.001
AT10_C03;AT;10;C03;0.011000000000000001
AT11_C03;AT;11;C03;0.03
AT12_C03;AT;12;C03;0.008
AT13_C03;AT;13;C03;0.006999999999999999
AT14_C03;AT;14;C03;-0.009000000000000001
AT15_C03;AT;15;C03;0.001
AT16_C03;AT;16;C03;0.006999999999999999
AT17_C03;AT;17;C03;0.016
AT18_C03;AT;18;C03;0.006
AT19_C03;AT;19;C03;0.008
AT20_C03;AT;20;C03;-0.001
AT21_C03;AT;21;C03;0.01
AT22_C03;AT;22;C03;0.019
AT23_C03;AT;23;C03;0.05
AT24_C03;AT;24;C03;-0.003
PL10_C03;PL;10;C03;-0.037000000000000005
PL11_C03;PL;11;C03;-0.015
PL12_C03;PL;12;C03;-0.040999999999999995
PL13_C03;PL;13;C03;-0.047
PL14_C03;PL;14;C03;-0.046
PL15_C03;PL;15;C03;-0.046
PL16_C03;PL;16;C03;-0.042
PL17_C03;PL;17;C03;-0.05
PL18_C03;PL;18;C03;-0.034
PL19_C03;PL;19;C03;-0.018000000000000002
PL20_C03;PL;20;C03;-0.025
PL21_C03;PL;21;C03;-0.001
PL22_C03;PL;22;C03;0.052000000000000005
PL23_C03;PL;23;C03;0.062
PL24_C03;PL;24;C03;-0.004
PT10_C03;PT;10;C03;-0.017
PT11_C03;PT;11;C03;-0.039
PT12_C03;PT;12;C03;-0.052000000000000005
PT13_C03;PT;13;C03;-0.033
PT14_C03;PT;14;C03;-0.021
PT15_C03;PT;15;C03;-0.02
PT16_C03;PT;16;C03;-0.004
PT17_C03;PT;17;C03;-0.024
PT18_C03;PT;18;C03;-0.035
PT19_C03;PT;19;C03;-0.03
PT20_C03;PT;20;C03;-0.033
PT21_C03;PT;21;C03;-0.002
PT22_C03;PT;22;C03;0.008
PT23_C03;PT;23;C03;0.008
PT24_C03;PT;24;C03;-0.012
RO10_C03;RO;10;C03;0.019
RO11_C03;RO;11;C03;0.019
RO12_C03;RO;12;C03;0.016
RO13_C03;RO;13;C03;0.018000000000000002
RO14_C03;RO;14;C03;0.018000000000000002
RO15_C03;RO;15;C03;0.021
RO16_C03;RO;16;C03;0.013000000000000001
RO17_C03;RO;17;C03;0.021
RO18_C03;RO;18;C03;0.026000000000000002
RO19_C03;RO;19;C03;0.028999999999999998
RO20_C03;RO;20;C03;0.025
RO21_C03;RO;21;C03;0.027999999999999997
RO22_C03;RO;22;C03;0.057999999999999996
RO23_C03;RO;23;C03;0.105
RO24_C03;RO;24;C03;0.076
SI10_C03;SI;10;C03;-0.027000000000000003
SI11_C03;SI;11;C03;-0.02
SI12_C03;SI;12;C03;-0.004
SI13_C03;SI;13;C03;-0.001
SI14_C03;SI;14;C03;-0.015
SI15_C03;SI;15;C03;-0.012
SI16_C03;SI;16;C03;-0.004
SI17_C03;SI;17;C03;-0.004
SI18_C03;SI;18;C03;-0.011000000000000001
SI19_C03;SI;19;C03;0.009000000000000001
SI20_C03;SI;20;C03;-0.028999999999999998
SI21_C03;SI;21;C03;0.003
SI22_C03;SI;22;C03;0.03
SI23_C03;SI;23;C03;0.047
SI24_C03;SI;24;C03;0.01
SK10_C03;SK;10;C03;-0.013000000000000001
SK11_C03;SK;11;C03;0.016
SK12_C03;SK;12;C03;0.019
SK13_C03;SK;13;C03;0.01
SK14_C03;SK;14;C03;0.012
SK15_C03;SK;15;C03;0.009000000000000001
SK16_C03;SK;16;C03;0.003
SK17_C03;SK;17;C03;0.001
SK18_C03;SK;18;C03;0.015
SK19_C03;SK;19;C03;0.01
SK20_C03;SK;20;C03;0.005
SK21_C03;SK;21;C03;0.011000000000000001
SK22_C03;SK;22;C03;0.037000000000000005
SK23_C03;SK;23;C03;0.067
SK24_C03;SK;24;C03;0.028999999999999998
FI10_C03;FI;10;C03;0.013999999999999999
FI11_C03;FI;11;C03;0.017
FI12_C03;FI;12;C03;0.025
FI13_C03;FI;13;C03;-0.01
FI14_C03;FI;14;C03;-0.004
FI15_C03;FI;15;C03;0.005
FI16_C03;FI;16;C03;-0.006
FI17_C03;FI;17;C03;-0.012
FI18_C03;FI;18;C03;-0.012
FI19_C03;FI;19;C03;-0.005
FI20_C03;FI;20;C03;-0.004
FI21_C03;FI;21;C03;-0.013000000000000001
FI22_C03;FI;22;C03;0.02
FI23_C03;FI;23;C03;0.031
FI24_C03;FI;24;C03;0.017
SE10_C03;SE;10;C03;0.023
SE11_C03;SE;11;C03;0.016
SE12_C03;SE;12;C03;-0.006
SE13_C03;SE;13;C03;0.009000000000000001
SE14_C03;SE;14;C03;0.008
SE15_C03;SE;15;C03;0.012
SE16_C03;SE;16;C03;0.036000000000000004
SE17_C03;SE;17;C03;-0.001
SE18_C03;SE;18;C03;-0.003
SE19_C03;SE;19;C03;-0.013000000000000001
SE20_C03;SE;20;C03;-0.003
SE21_C03;SE;21;C03;0.042
SE22_C03;SE;22;C03;0.040999999999999995
SE23_C03;SE;23;C03;0.07200000000000001
SE24_C03;SE;24;C03;0.036000000000000004
EU10_C04;EU;10;C04;0.023
EU11_C04;EU;11;C04;0.049
EU12_C04;EU;12;C04;0.040999999999999995
EU13_C04;EU;13;C04;0.02
EU14_C04;EU;14;C04;0.006999999999999999
EU15_C04;EU;15;C04;-0.005
EU16_C04;EU;16;C04;-0.008
EU17_C04;EU;17;C04;0.018000000000000002
EU18_C04;EU;18;C04;0.025
EU19_C04;EU;19;C04;0.018000000000000002
EU20_C04;EU;20;C04;-0.001
EU21_C04;EU;21;C04;0.048
EU22_C04;EU;22;C04;0.18
EU23_C04;EU;23;C04;0.034
EU24_C04;EU;24;C04;0.019
BE10_C04;BE;10;C04;0.044000000000000004
BE11_C04;BE;11;C04;0.091
BE12_C04;BE;12;C04;0.04
BE13_C04;BE;13;C04;-0.013000000000000001
BE14_C04;BE;14;C04;-0.023
BE15_C04;BE;15;C04;-0.012
BE16_C04;BE;16;C04;0.015
BE17_C04;BE;17;C04;0.045
BE18_C04;BE;18;C04;0.039
BE19_C04;BE;19;C04;0.003
BE20_C04;BE;20;C04;-0.034
BE21_C04;BE;21;C04;0.111
BE22_C04;BE;22;C04;0.32299999999999995
BE23_C04;BE;23;C04;-0.175
BE24_C04;BE;24;C04;0.09300000000000001
BG10_C04;BG;10;C04;0.009000000000000001
BG11_C04;BG;11;C04;0.022000000000000002
BG12_C04;BG;12;C04;0.066
BG13_C04;BG;13;C04;-0.008
BG14_C04;BG;14;C04;-0.016
BG15_C04;BG;15;C04;0.033
BG16_C04;BG;16;C04;-0.008
BG17_C04;BG;17;C04;0.025
BG18_C04;BG;18;C04;0.04
BG19_C04;BG;19;C04;0.038
BG20_C04;BG;20;C04;0.011000000000000001
BG21_C04;BG;21;C04;0.045
BG22_C04;BG;22;C04;0.184
BG23_C04;BG;23;C04;0.065
BG24_C04;BG;24;C04;0.027999999999999997
CZ10_C04;CZ;10;C04;0.019
CZ11_C04;CZ;11;C04;0.048
CZ12_C04;CZ;12;C04;0.07200000000000001
CZ13_C04;CZ;13;C04;0.022000000000000002
CZ14_C04;CZ;14;C04;-0.026000000000000002
CZ15_C04;CZ;15;C04;0.012
CZ16_C04;CZ;16;C04;0.002
CZ17_C04;CZ;17;C04;0.003
CZ18_C04;CZ;18;C04;0.022000000000000002
CZ19_C04;CZ;19;C04;0.054000000000000006
CZ20_C04;CZ;20;C04;0.032
CZ21_C04;CZ;21;C04;-0.001
CZ22_C04;CZ;22;C04;0.204
CZ23_C04;CZ;23;C04;0.28
CZ24_C04;CZ;24;C04;0.051
DK10_C04;DK;10;C04;0.044000000000000004
DK11_C04;DK;11;C04;0.044000000000000004
DK12_C04;DK;12;C04;0.025
DK13_C04;DK;13;C04;0.018000000000000002
DK14_C04;DK;14;C04;0.012
DK15_C04;DK;15;C04;-0.013000000000000001
DK16_C04;DK;16;C04;0.0
DK17_C04;DK;17;C04;0.01
DK18_C04;DK;18;C04;0.012
DK19_C04;DK;19;C04;0.006999999999999999
DK20_C04;DK;20;C04;-0.003
DK21_C04;DK;21;C04;0.037000000000000005
DK22_C04;DK;22;C04;0.16
DK23_C04;DK;23;C04;-0.031
DK24_C04;DK;24;C04;0.02
DE10_C04;DE;10;C04;0.01
DE11_C04;DE;11;C04;0.040999999999999995
DE12_C04;DE;12;C04;0.027999999999999997
DE13_C04;DE;13;C04;0.025
DE14_C04;DE;14;C04;0.006
DE15_C04;DE;15;C04;-0.011000000000000001
DE16_C04;DE;16;C04;-0.006999999999999999
DE17_C04;DE;17;C04;0.015
